"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,5972.857942,-964.312098,-4222.792414,3.625575,4.998635,3.986651
17 Sep 2021 04:01:00.000,6179.689271,-662.937554,-3976.035702,3.263651,5.046974,4.230978
17 Sep 2021 04:02:00.000,6364.448256,-359.209711,-3715.060211,2.890059,5.077297,4.460174
17 Sep 2021 04:03:00.000,6526.474338,-54.212735,-3440.799222,2.506133,5.089497,4.673420
17 Sep 2021 04:04:00.000,6665.188155,250.964725,-3154.233530,2.113246,5.083531,4.869953
17 Sep 2021 04:05:00.000,6780.093614,555.233422,-2856.387932,1.712800,5.059421,5.049071
17 Sep 2021 04:06:00.000,6870.779670,857.507399,-2548.327565,1.306226,5.017254,5.210132
17 Sep 2021 04:07:00.000,6936.921790,1156.707866,-2231.154093,0.894976,4.957181,5.352561
17 Sep 2021 04:08:00.000,6978.283119,1451.767048,-1906.001769,0.480519,4.879418,5.475849
17 Sep 2021 04:09:00.000,6994.715326,1741.631997,-1574.033382,0.064337,4.784242,5.579555
17 Sep 2021 04:10:00.000,6986.159137,2025.268351,-1236.436094,-0.352085,4.671994,5.663307
17 Sep 2021 04:11:00.000,6952.644548,2301.664021,-894.417197,-0.767259,4.543076,5.726806
17 Sep 2021 04:12:00.000,6894.290720,2569.832805,-549.199794,-1.179701,4.397948,5.769826
17 Sep 2021 04:13:00.000,6811.305556,2828.817910,-202.018429,-1.587939,4.237130,5.792212
17 Sep 2021 04:14:00.000,6703.984961,3077.695357,145.885334,-1.990512,4.061195,5.793885
17 Sep 2021 04:15:00.000,6572.711782,3315.577287,493.267346,-2.385983,3.870772,5.774837
17 Sep 2021 04:16:00.000,6417.954451,3541.615121,838.885324,-2.772940,3.666542,5.735138
17 Sep 2021 04:17:00.000,6240.265305,3755.002594,1181.503295,-3.149999,3.449234,5.674930
17 Sep 2021 04:18:00.000,6040.278619,3954.978623,1519.896013,-3.515813,3.219624,5.594427
17 Sep 2021 04:19:00.000,5818.708341,4140.830029,1852.853343,-3.869075,2.978532,5.493918
17 Sep 2021 04:20:00.000,5576.345543,4311.894074,2179.184587,-4.208523,2.726820,5.373762
17 Sep 2021 04:21:00.000,5314.055599,4467.560830,2497.722744,-4.532944,2.465386,5.234389
17 Sep 2021 04:22:00.000,5032.775091,4607.275350,2807.328682,-4.841178,2.195164,5.076297
17 Sep 2021 04:23:00.000,4733.508466,4730.539646,3106.895211,-5.132124,1.917118,4.900051
17 Sep 2021 04:24:00.000,4417.324453,4836.914467,3395.351044,-5.404741,1.632242,4.706283
17 Sep 2021 04:25:00.000,4085.352239,4926.020862,3671.664628,-5.658057,1.341552,4.495684
17 Sep 2021 04:26:00.000,3738.777444,4997.541531,3934.847832,-5.891164,1.046086,4.269008
17 Sep 2021 04:27:00.000,3378.837882,5051.221954,4183.959480,-6.103231,0.746899,4.027065
17 Sep 2021 04:28:00.000,3006.819142,5086.871296,4418.108719,-6.293498,0.445059,3.770721
17 Sep 2021 04:29:00.000,2624.049993,5104.363090,4636.458204,-6.461287,0.141643,3.500893
17 Sep 2021 04:30:00.000,2231.897644,5103.635677,4838.227090,-6.605996,-0.162265,3.218545
17 Sep 2021 04:31:00.000,1831.762855,5084.692433,5022.693828,-6.727108,-0.465582,2.924687
17 Sep 2021 04:32:00.000,1425.074935,5047.601748,5189.198745,-6.824190,-0.767223,2.620370
17 Sep 2021 04:33:00.000,1013.286639,4992.496780,5337.146399,-6.896895,-1.066114,2.306682
17 Sep 2021 04:34:00.000,597.868974,4919.574978,5466.007713,-6.944962,-1.361186,1.984746
17 Sep 2021 04:35:00.000,180.305948,4829.097375,5575.321865,-6.968219,-1.651388,1.655711
17 Sep 2021 04:36:00.000,-237.910733,4721.387652,5664.697936,-6.966583,-1.935683,1.320756
17 Sep 2021 04:37:00.000,-655.286995,4596.830982,5733.816309,-6.940058,-2.213057,0.981078
17 Sep 2021 04:38:00.000,-1070.331730,4455.872649,5782.429811,-6.888739,-2.482520,0.637891
17 Sep 2021 04:39:00.000,-1481.562127,4299.016461,5810.364594,-6.812809,-2.743112,0.292423
17 Sep 2021 04:40:00.000,-1887.508967,4126.822947,5817.520766,-6.712538,-2.993901,-0.054091
17 Sep 2021 04:41:00.000,-2286.721875,3939.907350,5803.872735,-6.588284,-3.233995,-0.400411
17 Sep 2021 04:42:00.000,-2677.774499,3738.937438,5769.469313,-6.440491,-3.462535,-0.745299
17 Sep 2021 04:43:00.000,-3059.269606,3524.631110,5714.433533,-6.269685,-3.678707,-1.087522
17 Sep 2021 04:44:00.000,-3429.844078,3297.753833,5638.962213,-6.076477,-3.881739,-1.425856
17 Sep 2021 04:45:00.000,-3788.173779,3059.115913,5543.325251,-5.861556,-4.070909,-1.759090
17 Sep 2021 04:46:00.000,-4132.978287,2809.569594,5427.864659,-5.625690,-4.245541,-2.086034
17 Sep 2021 04:47:00.000,-4463.025472,2550.006020,5292.993343,-5.369720,-4.405012,-2.405518
17 Sep 2021 04:48:00.000,-4777.135894,2281.352049,5139.193621,-5.094561,-4.548753,-2.716400
17 Sep 2021 04:49:00.000,-5074.187023,2004.566944,4967.015504,-4.801196,-4.676254,-3.017567
17 Sep 2021 04:50:00.000,-5353.117247,1720.638951,4777.074725,-4.490671,-4.787058,-3.307943
17 Sep 2021 04:51:00.000,-5612.929669,1430.581765,4570.050540,-4.164096,-4.880772,-3.586489
17 Sep 2021 04:52:00.000,-5852.695666,1135.430917,4346.683295,-3.822638,-4.957062,-3.852209
17 Sep 2021 04:53:00.000,-6071.558212,836.240071,4107.771783,-3.467515,-5.015655,-4.104154
17 Sep 2021 04:54:00.000,-6268.734938,534.077268,3854.170383,-3.099996,-5.056345,-4.341421
17 Sep 2021 04:55:00.000,-6443.520932,230.021108,3586.786010,-2.721395,-5.078985,-4.563163
17 Sep 2021 04:56:00.000,-6595.291257,-74.843094,3306.574866,-2.333062,-5.083497,-4.768586
17 Sep 2021 04:57:00.000,-6723.503185,-379.427187,3014.539022,-1.936386,-5.069865,-4.956957
17 Sep 2021 04:58:00.000,-6827.698141,-682.644068,2711.722840,-1.532783,-5.038138,-5.127600
17 Sep 2021 04:59:00.000,-6907.503339,-983.411558,2399.209229,-1.123694,-4.988430,-5.279907
17 Sep 2021 05:00:00.000,-6962.633117,-1280.656266,2078.115780,-0.710582,-4.920919,-5.413332
17 Sep 2021 05:01:00.000,-6992.889963,-1573.317423,1749.590765,-0.294922,-4.835848,-5.527398
17 Sep 2021 05:02:00.000,-6998.165217,-1860.350663,1414.809032,0.121800,-4.733521,-5.621698
17 Sep 2021 05:03:00.000,-6978.439466,-2140.731751,1074.967806,0.538098,-4.614303,-5.695893
17 Sep 2021 05:04:00.000,-6933.782612,-2413.460241,731.282402,0.952482,-4.478621,-5.749719
17 Sep 2021 05:05:00.000,-6864.353626,-2677.563041,384.981884,1.363473,-4.326959,-5.782984
17 Sep 2021 05:06:00.000,-6770.399983,-2932.097888,37.304668,1.769602,-4.159860,-5.795568
17 Sep 2021 05:07:00.000,-6652.256777,-3176.156709,-310.505909,2.169419,-3.977922,-5.787426
17 Sep 2021 05:08:00.000,-6510.345530,-3408.868861,-657.206030,2.561494,-3.781792,-5.758588
17 Sep 2021 05:09:00.000,-6345.172682,-3629.404236,-1001.555851,2.944428,-3.572174,-5.709156
17 Sep 2021 05:10:00.000,-6157.327790,-3836.976222,-1342.323935,3.316850,-3.349814,-5.639307
17 Sep 2021 05:11:00.000,-5947.481422,-4030.844510,-1678.291650,3.677432,-3.115508,-5.549292
17 Sep 2021 05:12:00.000,-5716.382758,-4210.317735,-2008.257535,4.024884,-2.870092,-5.439431
17 Sep 2021 05:13:00.000,-5464.856924,-4374.755936,-2331.041589,4.357965,-2.614443,-5.310119
17 Sep 2021 05:14:00.000,-5193.802039,-4523.572846,-2645.489496,4.675485,-2.349473,-5.161817
17 Sep 2021 05:15:00.000,-4904.186011,-4656.237977,-2950.476751,4.976309,-2.076129,-4.995055
17 Sep 2021 05:16:00.000,-4597.043081,-4772.278511,-3244.912682,5.259361,-1.795386,-4.810431
17 Sep 2021 05:17:00.000,-4273.470127,-4871.280988,-3527.744350,5.523631,-1.508247,-4.608604
17 Sep 2021 05:18:00.000,-3934.622751,-4952.892776,-3797.960314,5.768173,-1.215737,-4.390296
17 Sep 2021 05:19:00.000,-3581.711148,-5016.823330,-4054.594249,5.992114,-0.918901,-4.156288
17 Sep 2021 05:20:00.000,-3215.995787,-5062.845223,-4296.728399,6.194653,-0.618797,-3.907416
17 Sep 2021 05:21:00.000,-2838.782905,-5090.794959,-4523.496866,6.375066,-0.316497,-3.644571
17 Sep 2021 05:22:00.000,-2451.419847,-5100.573549,-4734.088697,6.532708,-0.013081,-3.368693
17 Sep 2021 05:23:00.000,-2055.290247,-5092.146868,-4927.750792,6.667015,0.290369,-3.080768
17 Sep 2021 05:24:00.000,-1651.809092,-5065.545766,-5103.790592,6.777508,0.592770,-2.781825
17 Sep 2021 05:25:00.000,-1242.417664,-5020.865963,-5261.578558,6.863790,0.893042,-2.472935
