"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,4502.417535,504.322602,-5823.298090,-0.764620,7.310139,0.041905
17 Sep 2021 04:01:00.000,4448.530451,941.842585,-5810.371328,-1.031035,7.267083,0.388591
17 Sep 2021 04:02:00.000,4378.773790,1375.999945,-5776.665980,-1.293767,7.198063,0.733887
17 Sep 2021 04:03:00.000,4293.396641,1805.243489,-5722.302580,-1.551880,7.103325,1.076558
17 Sep 2021 04:04:00.000,4192.703818,2228.039571,-5647.475538,-1.804453,6.983207,1.415380
17 Sep 2021 04:05:00.000,4077.054766,2642.877573,-5552.452445,-2.050585,6.838139,1.749140
17 Sep 2021 04:06:00.000,3946.862285,3048.275303,-5437.573114,-2.289398,6.668639,2.076645
17 Sep 2021 04:07:00.000,3802.591052,3442.784287,-5303.248367,-2.520039,6.475311,2.396724
17 Sep 2021 04:08:00.000,3644.755962,3824.994947,-5149.958565,-2.741687,6.258847,2.708231
17 Sep 2021 04:09:00.000,3473.920296,4193.541639,-4978.251891,-2.953551,6.020021,3.010054
17 Sep 2021 04:10:00.000,3290.693704,4547.107530,-4788.742388,-3.154875,5.759684,3.301112
17 Sep 2021 04:11:00.000,3095.730032,4884.429301,-4582.107764,-3.344941,5.478768,3.580365
17 Sep 2021 04:12:00.000,2889.724991,5204.301668,-4359.086970,-3.523070,5.178275,3.846815
17 Sep 2021 04:13:00.000,2673.413671,5505.581681,-4120.477555,-3.688629,4.859279,4.099507
17 Sep 2021 04:14:00.000,2447.567921,5787.192813,-3867.132814,-3.841025,4.522921,4.337540
17 Sep 2021 04:15:00.000,2212.993591,6048.128805,-3599.958739,-3.979717,4.170400,4.560061
17 Sep 2021 04:16:00.000,1970.527660,6287.457258,-3319.910775,-4.104209,3.802978,4.766274
17 Sep 2021 04:17:00.000,1721.035250,6504.322974,-3027.990408,-4.214056,3.421966,4.955443
17 Sep 2021 04:18:00.000,1465.406535,6697.951001,-2725.241580,-4.308869,3.028726,5.126890
17 Sep 2021 04:19:00.000,1204.553570,6867.649410,-2412.746956,-4.388308,2.624663,5.280003
17 Sep 2021 04:20:00.000,939.407033,7012.811763,-2091.624056,-4.452090,2.211220,5.414235
17 Sep 2021 04:21:00.000,670.912907,7132.919285,-1763.021253,-4.499989,1.789874,5.529104
17 Sep 2021 04:22:00.000,400.029104,7227.542712,-1428.113669,-4.531833,1.362131,5.624200
17 Sep 2021 04:23:00.000,127.722047,7296.343830,-1088.098975,-4.547509,0.929519,5.699184
17 Sep 2021 04:24:00.000,-145.036777,7339.076682,-744.193105,-4.546961,0.493584,5.753787
17 Sep 2021 04:25:00.000,-417.274283,7355.588447,-397.625905,-4.530192,0.055883,5.787813
17 Sep 2021 04:26:00.000,-688.019260,7345.819987,-49.636744,-4.497261,-0.382020,5.801142
17 Sep 2021 04:27:00.000,-956.305836,7309.806059,298.529930,-4.448286,-0.818561,5.793725
17 Sep 2021 04:28:00.000,-1221.176923,7247.675191,645.629029,-4.383443,-1.252180,5.765588
17 Sep 2021 04:29:00.000,-1481.687630,7159.649223,990.419285,-4.302963,-1.681327,5.716834
17 Sep 2021 04:30:00.000,-1736.908639,7046.042516,1331.667688,-4.207132,-2.104469,5.647635
17 Sep 2021 04:31:00.000,-1985.929513,6907.260829,1668.153892,-4.096294,-2.520095,5.558240
17 Sep 2021 04:32:00.000,-2227.861949,6743.799867,1998.674581,-3.970844,-2.926719,5.448968
17 Sep 2021 04:33:00.000,-2461.842944,6556.243516,2322.047774,-3.831229,-3.322889,5.320210
17 Sep 2021 04:34:00.000,-2687.037875,6345.261753,2637.117050,-3.677949,-3.707188,5.172426
17 Sep 2021 04:35:00.000,-2902.643475,6111.608253,2942.755683,-3.511549,-4.078245,5.006144
17 Sep 2021 04:36:00.000,-3107.890700,5856.117699,3237.870672,-3.332624,-4.434732,4.821961
