"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,-44.769043,6825.665514,2800.926921,-4.865224,-2.118850,5.085726
17 Sep 2021 04:01:00.000,-336.312065,6686.341417,3101.070499,-4.853971,-2.521293,4.909846
17 Sep 2021 04:02:00.000,-626.665912,6523.132141,3390.124260,-4.825396,-2.914722,4.716407
17 Sep 2021 04:03:00.000,-914.794349,6336.621188,3667.054515,-4.779599,-3.297730,4.506101
17 Sep 2021 04:04:00.000,-1199.669042,6127.475299,3930.870927,-4.716743,-3.668951,4.279681
17 Sep 2021 04:05:00.000,-1480.273233,5896.442068,4180.630058,-4.637052,-4.027057,4.037957
17 Sep 2021 04:06:00.000,-1755.605364,5644.347272,4415.438740,-4.540810,-4.370770,3.781792
17 Sep 2021 04:07:00.000,-2024.682652,5372.091917,4634.457270,-4.428359,-4.698862,3.512104
17 Sep 2021 04:08:00.000,-2286.544599,5080.649019,4836.902411,-4.300101,-5.010160,3.229855
17 Sep 2021 04:09:00.000,-2540.256422,4771.060127,5022.050196,-4.156492,-5.303554,2.936056
17 Sep 2021 04:10:00.000,-2784.912386,4444.431598,5189.238514,-3.998044,-5.577996,2.631758
17 Sep 2021 04:11:00.000,-3019.639040,4101.930649,5337.869482,-3.825322,-5.832504,2.318048
17 Sep 2021 04:12:00.000,-3243.598334,3744.781178,5467.411578,-3.638942,-6.066171,1.996048
17 Sep 2021 04:13:00.000,-3455.990612,3374.259399,5577.401544,-3.439568,-6.278162,1.666911
17 Sep 2021 04:14:00.000,-3656.057468,2991.689274,5667.446044,-3.227913,-6.467719,1.331812
17 Sep 2021 04:15:00.000,-3843.084452,2598.437788,5737.223069,-3.004729,-6.634167,0.991951
17 Sep 2021 04:16:00.000,-4016.403623,2195.910060,5786.483089,-2.770815,-6.776911,0.648542
17 Sep 2021 04:17:00.000,-4175.395932,1785.544326,5815.049945,-2.527003,-6.895440,0.302814
17 Sep 2021 04:18:00.000,-4319.493438,1368.806799,5822.821479,-2.274163,-6.989334,-0.043997
17 Sep 2021 04:19:00.000,-4448.181333,947.186428,5809.769900,-2.013199,-7.058255,-0.390650
17 Sep 2021 04:20:00.000,-4560.999779,522.189583,5775.941884,-1.745039,-7.101959,-0.735907
17 Sep 2021 04:21:00.000,-4657.545557,95.334666,5721.458404,-1.470643,-7.120289,-1.078532
