"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,1930.839227,4833.068603,-5229.743144,-4.993084,4.753361,2.549356
17 Sep 2021 04:01:00.000,1628.021394,5109.563448,-5067.426694,-5.098933,4.457294,2.856214
17 Sep 2021 04:02:00.000,1319.405440,5367.813177,-4886.988497,-5.186574,4.145296,3.152857
17 Sep 2021 04:03:00.000,1006.093343,5606.894727,-4689.073821,-5.255697,3.818480,3.438226
17 Sep 2021 04:04:00.000,689.203798,5825.953483,-4474.390431,-5.306054,3.478015,3.711299
17 Sep 2021 04:05:00.000,369.868218,6024.206335,-4243.706061,-5.337467,3.125116,3.971100
17 Sep 2021 04:06:00.000,49.226700,6200.944474,-3997.845663,-5.349824,2.761043,4.216700
17 Sep 2021 04:07:00.000,-271.576053,6355.535931,-3737.688465,-5.343083,2.387096,4.447221
17 Sep 2021 04:08:00.000,-591.394810,6487.427832,-3464.164819,-5.317268,2.004611,4.661838
17 Sep 2021 04:09:00.000,-909.087910,6596.148377,-3178.252878,-5.272472,1.614955,4.859783
17 Sep 2021 04:10:00.000,-1223.521326,6681.308528,-2880.975097,-5.208857,1.219518,5.040350
17 Sep 2021 04:11:00.000,-1533.572724,6742.603403,-2573.394577,-5.126649,0.819714,5.202891
17 Sep 2021 04:12:00.000,-1838.135461,6779.813362,-2256.611262,-5.026143,0.416970,5.346827
17 Sep 2021 04:13:00.000,-2136.122540,6792.804802,-1931.758008,-4.907700,0.012725,5.471641
17 Sep 2021 04:14:00.000,-2426.470487,6781.530629,-1599.996529,-4.771742,-0.391577,5.576888
17 Sep 2021 04:15:00.000,-2708.143145,6746.030433,-1262.513244,-4.618756,-0.794491,5.662192
17 Sep 2021 04:16:00.000,-2980.135376,6686.430348,-920.515034,-4.449288,-1.194578,5.727247
17 Sep 2021 04:17:00.000,-3241.476645,6602.942604,-575.224925,-4.263945,-1.590410,5.771820
17 Sep 2021 04:18:00.000,-3491.234482,6495.864771,-227.877718,-4.063388,-1.980570,5.795753
17 Sep 2021 04:19:00.000,-3728.517812,6365.578699,120.284432,-3.848335,-2.363667,5.798960
17 Sep 2021 04:20:00.000,-3952.480132,6212.549154,468.016455,-3.619553,-2.738331,5.781428
17 Sep 2021 04:21:00.000,-4162.322532,6037.322165,814.074819,-3.377861,-3.103223,5.743222
17 Sep 2021 04:22:00.000,-4357.296543,5840.523070,1157.221976,-3.124121,-3.457040,5.684477
17 Sep 2021 04:23:00.000,-4536.706809,5622.854287,1496.230790,-2.859240,-3.798517,5.605404
17 Sep 2021 04:24:00.000,-4699.913567,5385.092810,1829.888925,-2.584163,-4.126435,5.506285
17 Sep 2021 04:25:00.000,-4846.334925,5128.087428,2157.003177,-2.299874,-4.439620,5.387475
17 Sep 2021 04:26:00.000,-4975.448941,4852.755703,2476.403746,-2.007388,-4.736955,5.249399
17 Sep 2021 04:27:00.000,-5086.795479,4560.080687,2786.948416,-1.707748,-5.017376,5.092550
17 Sep 2021 04:28:00.000,-5179.977853,4251.107417,3087.526641,-1.402026,-5.279882,4.917490
17 Sep 2021 04:29:00.000,-5254.664239,3926.939183,3377.063515,-1.091313,-5.523534,4.724844
17 Sep 2021 04:30:00.000,-5310.588853,3588.733586,3654.523618,-0.776718,-5.747460,4.515301
17 Sep 2021 04:31:00.000,-5347.552903,3237.698405,3918.914719,-0.459364,-5.950862,4.289611
17 Sep 2021 04:32:00.000,-5365.425292,2875.087285,4169.291322,-0.140385,-6.133011,4.048581
17 Sep 2021 04:33:00.000,-5364.143082,2502.195260,4404.758049,0.179081,-6.293255,3.793073
17 Sep 2021 04:34:00.000,-5343.711718,2120.354126,4624.472840,0.497893,-6.431023,3.524000
17 Sep 2021 04:35:00.000,-5304.205004,1730.927687,4827.649968,0.814913,-6.545822,3.242325
17 Sep 2021 04:36:00.000,-5245.764836,1335.306880,5013.562846,1.129010,-6.637239,2.949055
