"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,3158.345947,3288.767086,5800.497179,-5.051713,5.332023,-0.272516
17 Sep 2021 04:01:00.000,2849.748059,3602.690416,5773.773753,-5.230521,5.126886,-0.617432
17 Sep 2021 04:02:00.000,2530.986581,3903.758080,5726.402480,-5.390644,4.903429,-0.960141
17 Sep 2021 04:03:00.000,2203.200247,4190.894274,5658.552770,-5.531510,4.662451,-1.299416
17 Sep 2021 04:04:00.000,1867.559975,4463.072911,5570.467263,-5.652617,4.404811,-1.634044
17 Sep 2021 04:05:00.000,1525.264678,4719.321288,5462.460968,-5.753533,4.131428,-1.962828
17 Sep 2021 04:06:00.000,1177.536983,4958.723566,5334.920135,-5.833899,3.843279,-2.284594
17 Sep 2021 04:07:00.000,825.618869,5180.424035,5188.300868,-5.893429,3.541391,-2.598189
17 Sep 2021 04:08:00.000,470.767222,5383.630181,5023.127501,-5.931910,3.226844,-2.902492
17 Sep 2021 04:09:00.000,114.249353,5567.615513,4839.990721,-5.949206,2.900760,-3.196416
17 Sep 2021 04:10:00.000,-242.661530,5731.722165,4639.545451,-5.945257,2.564302,-3.478909
17 Sep 2021 04:11:00.000,-598.690869,5875.363245,4422.508517,-5.920078,2.218673,-3.748960
17 Sep 2021 04:12:00.000,-952.567309,5998.024934,4189.656073,-5.873759,1.865107,-4.005605
17 Sep 2021 04:13:00.000,-1303.027235,6099.268326,3941.820836,-5.806466,1.504865,-4.247925
17 Sep 2021 04:14:00.000,-1648.819288,6178.730998,3679.889102,-5.718441,1.139235,-4.475054
17 Sep 2021 04:15:00.000,-1988.708828,6236.128305,3404.797578,-5.609999,0.769522,-4.686180
17 Sep 2021 04:16:00.000,-2321.482348,6271.254404,3117.530032,-5.481528,0.397047,-4.880547
17 Sep 2021 04:17:00.000,-2645.951801,6283.982987,2819.113776,-5.333488,0.023139,-5.057460
17 Sep 2021 04:18:00.000,-2960.958845,6274.267739,2510.615990,-5.166408,-0.350866,-5.216288
17 Sep 2021 04:19:00.000,-3265.378979,6242.142505,2193.139908,-4.980886,-0.723632,-5.356461
17 Sep 2021 04:20:00.000,-3558.125554,6187.721174,1867.820871,-4.777584,-1.093827,-5.477478
17 Sep 2021 04:21:00.000,-3838.153654,6111.197270,1535.822269,-4.557230,-1.460130,-5.578908
17 Sep 2021 04:22:00.000,-4104.463824,6012.843273,1198.331375,-4.320612,-1.821231,-5.660386
17 Sep 2021 04:23:00.000,-4356.105640,5893.009638,856.555109,-4.068574,-2.175841,-5.721622
17 Sep 2021 04:24:00.000,-4592.181098,5752.123555,511.715710,-3.802018,-2.522694,-5.762397
17 Sep 2021 04:25:00.000,-4811.847820,5590.687421,165.046374,-3.521896,-2.860549,-5.782564
17 Sep 2021 04:26:00.000,-5014.322061,5409.277052,-182.213157,-3.229209,-3.188200,-5.782052
17 Sep 2021 04:27:00.000,-5198.881501,5208.539626,-528.821035,-2.925002,-3.504477,-5.760863
