"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,3599.381904,6147.871973,-1919.642079,-3.288614,3.635422,5.476611
17 Sep 2021 04:01:00.000,3395.907431,6354.858908,-1587.604033,-3.496921,3.262990,5.581127
17 Sep 2021 04:02:00.000,3180.306230,6539.138820,-1249.888540,-3.692756,2.878907,5.665685
17 Sep 2021 04:03:00.000,2953.347260,6700.053750,-907.703310,-3.875421,2.484545,5.729981
17 Sep 2021 04:04:00.000,2715.840044,6837.029223,-562.272039,-4.044262,2.081314,5.773787
17 Sep 2021 04:05:00.000,2468.631775,6949.576304,-214.830032,-4.198676,1.670655,5.796945
17 Sep 2021 04:06:00.000,2212.604302,7037.293337,133.380217,-4.338113,1.254034,5.799372
17 Sep 2021 04:07:00.000,1948.670981,7099.867381,481.113467,-4.462073,0.832941,5.781059
17 Sep 2021 04:08:00.000,1677.773413,7137.075329,827.126180,-4.570115,0.408879,5.742074
17 Sep 2021 04:09:00.000,1400.878092,7148.784697,1170.180975,-4.661850,-0.016637,5.682553
17 Sep 2021 04:10:00.000,1118.972950,7134.954104,1509.051045,-4.736953,-0.442085,5.602712
17 Sep 2021 04:11:00.000,833.063837,7095.633412,1842.524550,-4.795153,-0.865946,5.502834
17 Sep 2021 04:12:00.000,544.170930,7030.963547,2169.408950,-4.836243,-1.286707,5.383277
17 Sep 2021 04:13:00.000,253.325093,6941.175996,2488.535267,-4.860076,-1.702862,5.244469
17 Sep 2021 04:14:00.000,-38.435803,6826.591979,2798.762267,-4.866565,-2.112927,5.086907
17 Sep 2021 04:15:00.000,-330.070579,6687.621297,3098.980540,-4.855687,-2.515436,4.911153
17 Sep 2021 04:16:00.000,-620.538468,6524.760867,3388.116472,-4.827480,-2.908952,4.717836
17 Sep 2021 04:17:00.000,-908.802829,6338.592947,3665.136076,-4.782044,-3.292068,4.507648
17 Sep 2021 04:18:00.000,-1193.834843,6129.783053,3929.048699,-4.719540,-3.663415,4.281339
17 Sep 2021 04:19:00.000,-1474.617189,5899.077580,4178.910557,-4.640192,-4.021669,4.039720
17 Sep 2021 04:20:00.000,-1750.147672,5647.301133,4413.828115,-4.544280,-4.365548,3.783655
17 Sep 2021 04:21:00.000,-2019.442802,5375.353582,4632.961280,-4.432148,-4.693825,3.514059
17 Sep 2021 04:22:00.000,-2281.541303,5084.206845,4835.526407,-4.304195,-5.005327,3.231896
17 Sep 2021 04:23:00.000,-2535.507546,4774.901412,5020.799098,-4.160876,-5.298941,2.938175
17 Sep 2021 04:24:00.000,-2780.434888,4448.542629,5188.116797,-4.002703,-5.573619,2.633948
17 Sep 2021 04:25:00.000,-3015.448908,4106.296749,5336.881157,-3.830239,-5.828380,2.320301
17 Sep 2021 04:26:00.000,-3239.710531,3749.386760,5466.560179,-3.644099,-6.062314,1.998356
17 Sep 2021 04:27:00.000,-3452.419021,3379.088020,5576.690116,-3.444948,-6.274586,1.669265
17 Sep 2021 04:28:00.000,-3652.814842,2996.723696,5666.877131,-3.233495,-6.464437,1.334204
17 Sep 2021 04:29:00.000,-3840.182369,2603.660036,5736.798705,-3.010495,-6.631190,0.994372
17 Sep 2021 04:30:00.000,-4013.852445,2201.301490,5786.204792,-2.776743,-6.774250,0.650985
17 Sep 2021 04:31:00.000,-4173.204769,1791.085690,5814.918710,-2.533072,-6.893105,0.305269
17 Sep 2021 04:32:00.000,-4317.670113,1374.478312,5822.837775,-2.280352,-6.987332,-0.041539
17 Sep 2021 04:33:00.000,-4446.732355,952.967841,5809.933670,-2.019485,-7.056594,-0.388197
17 Sep 2021 04:34:00.000,-4559.930322,528.060255,5776.252541,-1.751401,-7.100645,-0.733468
17 Sep 2021 04:35:00.000,-4656.859439,101.273637,5721.914838,-1.477056,-7.119327,-1.076116
17 Sep 2021 04:36:00.000,-4737.173173,-325.867239,5647.114879,-1.197430,-7.112574,-1.414915
17 Sep 2021 04:37:00.000,-4800.584277,-751.836363,5552.120160,-0.913520,-7.080412,-1.748654
17 Sep 2021 04:38:00.000,-4846.865811,-1175.111939,5437.270393,-0.626339,-7.022954,-2.076140
17 Sep 2021 04:39:00.000,-4875.851958,-1594.181818,5302.976297,-0.336912,-6.940407,-2.396202
17 Sep 2021 04:40:00.000,-4887.438616,-2007.548906,5149.718124,-0.046271,-6.833066,-2.707694
17 Sep 2021 04:41:00.000,-4881.583775,-2413.736508,4978.043944,0.244546,-6.701315,-3.009503
17 Sep 2021 04:42:00.000,-4858.307665,-2811.293605,4788.567687,0.534500,-6.545626,-3.300550
17 Sep 2021 04:43:00.000,-4817.692690,-3198.800037,4581.966942,0.822559,-6.366554,-3.579794
17 Sep 2021 04:44:00.000,-4759.883134,-3574.871576,4358.980541,1.107693,-6.164740,-3.846236
17 Sep 2021 04:45:00.000,-4685.084650,-3938.164872,4120.405910,1.388885,-5.940906,-4.098923
17 Sep 2021 04:46:00.000,-4593.563526,-4287.382248,3867.096220,1.665130,-5.695852,-4.336952
17 Sep 2021 04:47:00.000,-4485.645742,-4621.276341,3599.957340,1.935444,-5.430452,-4.559472
17 Sep 2021 04:48:00.000,-4361.715801,-4938.654551,3319.944591,2.198861,-5.145657,-4.765686
17 Sep 2021 04:49:00.000,-4222.215367,-5238.383306,3028.059332,2.454441,-4.842483,-4.954858
17 Sep 2021 04:50:00.000,-4067.641687,-5519.392109,2725.345381,2.701272,-4.522014,-5.126310
17 Sep 2021 04:51:00.000,-3898.545817,-5780.677358,2412.885281,2.938471,-4.185396,-5.279430
17 Sep 2021 04:52:00.000,-3715.530664,-6021.305937,2091.796426,3.165193,-3.833831,-5.413671
17 Sep 2021 04:53:00.000,-3519.248828,-6240.418542,1763.227069,3.380628,-3.468575,-5.528551
17 Sep 2021 04:54:00.000,-3310.400280,-6437.232754,1428.352216,3.584007,-3.090935,-5.623660
17 Sep 2021 04:55:00.000,-3089.729868,-6611.045829,1088.369418,3.774603,-2.702258,-5.698659
17 Sep 2021 04:56:00.000,-2858.024652,-6761.237211,744.494495,3.951735,-2.303934,-5.753279
17 Sep 2021 04:57:00.000,-2616.111107,-6887.270747,397.957186,4.114772,-1.897386,-5.787324
17 Sep 2021 04:58:00.000,-2364.852169,-6988.696598,49.996751,4.263130,-1.484066,-5.800673
17 Sep 2021 04:59:00.000,-2105.144155,-7065.152847,-298.142463,4.396280,-1.065452,-5.793278
17 Sep 2021 05:00:00.000,-1837.913574,-7116.366790,-645.215467,4.513746,-0.643039,-5.765165
17 Sep 2021 05:01:00.000,-1564.113811,-7142.155909,-989.981086,4.615108,-0.218336,-5.716436
17 Sep 2021 05:02:00.000,-1284.721735,-7142.428521,-1331.206397,4.700004,0.207139,-5.647264
17 Sep 2021 05:03:00.000,-1000.734208,-7117.184107,-1667.671138,4.768130,0.631867,-5.557897
17 Sep 2021 05:04:00.000,-713.164530,-7066.513307,-1998.172070,4.819242,1.054330,-5.448654
17 Sep 2021 05:05:00.000,-423.038824,-6990.597601,-2321.527281,4.853158,1.473018,-5.319926
17 Sep 2021 05:06:00.000,-131.392373,-6889.708654,-2636.580416,4.869755,1.886437,-5.172173
17 Sep 2021 05:07:00.000,160.734073,-6764.207346,-2942.204807,4.868974,2.293109,-5.005924
17 Sep 2021 05:08:00.000,452.298010,-6614.542481,-3237.307504,4.850817,2.691581,-4.821773
17 Sep 2021 05:09:00.000,742.258904,-6441.249180,-3520.833184,4.815348,3.080430,-4.620379
17 Sep 2021 05:10:00.000,1029.581900,-6244.946972,-3791.767927,4.762693,3.458268,-4.402462
17 Sep 2021 05:11:00.000,1313.241518,-6026.337576,-4049.142838,4.693040,3.823743,-4.168802
17 Sep 2021 05:12:00.000,1592.225313,-5786.202393,-4292.037513,4.606635,4.175551,-3.920233
17 Sep 2021 05:13:00.000,1865.537487,-5525.399711,-4519.583333,4.503787,4.512436,-3.657644
17 Sep 2021 05:14:00.000,2132.202447,-5244.861644,-4730.966567,4.384862,4.833193,-3.381976
17 Sep 2021 05:15:00.000,2391.268281,-4945.590791,-4925.431283,4.250285,5.136678,-3.094214
17 Sep 2021 05:16:00.000,2641.810164,-4628.656662,-5102.282054,4.100534,5.421806,-2.795386
