"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,6753.937947,1815.319911,2350.710832,-2.958728,4.148328,5.297343
17 Sep 2021 04:01:00.000,6564.424731,2060.687760,2664.357239,-3.355435,4.032963,5.147893
17 Sep 2021 04:02:00.000,6351.457867,2298.704362,2968.475502,-3.740154,3.903212,4.980032
17 Sep 2021 04:03:00.000,6115.798258,2528.520599,3261.978056,-4.111510,3.759535,4.794363
17 Sep 2021 04:04:00.000,5858.287885,2749.316606,3543.815295,-4.468177,3.602446,4.591548
17 Sep 2021 04:05:00.000,5579.846796,2960.304697,3812.979336,-4.808879,3.432506,4.372314
17 Sep 2021 04:06:00.000,5281.469825,3160.732175,4068.507613,-5.132399,3.250321,4.137443
17 Sep 2021 04:07:00.000,4964.223030,3349.884016,4309.486324,-5.437582,3.056539,3.887776
17 Sep 2021 04:08:00.000,4629.239891,3527.085422,4535.053699,-5.723338,2.851854,3.624207
17 Sep 2021 04:09:00.000,4277.717253,3691.704225,4744.403082,-5.988645,2.636994,3.347676
17 Sep 2021 04:10:00.000,3910.911059,3843.153146,4936.785814,-6.232555,2.412727,3.059174
17 Sep 2021 04:11:00.000,3530.131854,3980.891888,5111.513910,-6.454197,2.179853,2.759732
17 Sep 2021 04:12:00.000,3136.740108,4104.429065,5267.962523,-6.652779,1.939202,2.450421
17 Sep 2021 04:13:00.000,2732.141352,4213.323951,5405.572172,-6.827592,1.691632,2.132346
17 Sep 2021 04:14:00.000,2317.781159,4307.188058,5523.850751,-6.978011,1.438028,1.806647
17 Sep 2021 04:15:00.000,1895.139977,4385.686518,5622.375283,-7.103499,1.179293,1.474486
17 Sep 2021 04:16:00.000,1465.727842,4448.539279,5700.793433,-7.203607,0.916351,1.137053
17 Sep 2021 04:17:00.000,1031.078978,4495.522105,5758.824771,-7.277977,0.650140,0.795553
17 Sep 2021 04:18:00.000,592.746323,4526.467372,5796.261771,-7.326344,0.381609,0.451209
17 Sep 2021 04:19:00.000,152.295972,4541.264674,5812.970556,-7.348536,0.111716,0.105251
17 Sep 2021 04:20:00.000,-288.698410,4539.861207,5808.891378,-7.344472,-0.158575,-0.241084
17 Sep 2021 04:21:00.000,-728.661218,4522.261964,5784.038827,-7.314168,-0.428301,-0.586556
17 Sep 2021 04:22:00.000,-1166.020531,4488.529717,5738.501781,-7.257731,-0.696499,-0.929931
17 Sep 2021 04:23:00.000,-1599.213732,4438.784791,5672.443090,-7.175363,-0.962212,-1.269979
17 Sep 2021 04:24:00.000,-2026.693087,4373.204633,5586.098993,-7.067359,-1.224493,-1.605487
17 Sep 2021 04:25:00.000,-2446.931278,4292.023186,5479.778269,-6.934105,-1.482406,-1.935253
17 Sep 2021 04:26:00.000,-2858.426860,4195.530046,5353.861140,-6.776076,-1.735031,-2.258098
17 Sep 2021 04:27:00.000,-3259.709624,4084.069435,5208.797904,-6.593837,-1.981466,-2.572867
17 Sep 2021 04:28:00.000,-3649.345849,3958.038971,5045.107330,-6.388039,-2.220833,-2.878436
17 Sep 2021 04:29:00.000,-4025.943427,3817.888248,4863.374800,-6.159418,-2.452277,-3.173711
17 Sep 2021 04:30:00.000,-4388.156834,3664.117235,4664.250216,-5.908790,-2.674974,-3.457637
17 Sep 2021 04:31:00.000,-4734.691942,3497.274491,4448.445677,-5.637052,-2.888127,-3.729197
17 Sep 2021 04:32:00.000,-5064.310636,3317.955207,4216.732932,-5.345173,-3.090977,-3.987421
17 Sep 2021 04:33:00.000,-5375.835242,3126.799087,3969.940618,-5.034196,-3.282801,-4.231386
17 Sep 2021 04:34:00.000,-5668.152736,2924.488059,3708.951301,-4.705233,-3.462913,-4.460218
17 Sep 2021 04:35:00.000,-5940.218715,2711.743848,3434.698315,-4.359460,-3.630672,-4.673101
17 Sep 2021 04:36:00.000,-6191.061135,2489.325400,3148.162427,-3.998110,-3.785479,-4.869271
17 Sep 2021 04:37:00.000,-6419.783780,2258.026174,2850.368330,-3.622476,-3.926781,-5.048029
17 Sep 2021 04:38:00.000,-6625.569463,2018.671310,2542.380977,-3.233900,-4.054075,-5.208734
17 Sep 2021 04:39:00.000,-6807.682950,1772.114688,2225.301773,-2.833770,-4.166906,-5.350811
17 Sep 2021 04:40:00.000,-6965.473583,1519.235881,1900.264639,-2.423515,-4.264872,-5.473754
17 Sep 2021 04:41:00.000,-7098.377607,1260.937016,1568.431950,-2.004601,-4.347623,-5.577121
