"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,2906.818859,-4271.906655,-5266.699464,3.909834,5.710986,-2.474343
17 Sep 2021 04:01:00.000,3136.042853,-3921.739737,-5405.746780,3.730016,5.954988,-2.156302
17 Sep 2021 04:02:00.000,3354.083867,-3557.568173,-5525.462487,3.536880,6.177710,-1.830550
17 Sep 2021 04:03:00.000,3560.163353,-3180.693250,-5625.418468,3.331114,6.378359,-1.498251
17 Sep 2021 04:04:00.000,3753.545418,-2792.461617,-5705.257269,3.113453,6.556216,-1.160595
17 Sep 2021 04:05:00.000,3933.539456,-2394.260471,-5764.693377,2.884673,6.710647,-0.818788
17 Sep 2021 04:06:00.000,4099.502611,-1987.512605,-5803.514244,2.645589,6.841101,-0.474053
17 Sep 2021 04:07:00.000,4250.842075,-1573.671316,-5821.581042,2.397055,6.947113,-0.127623
17 Sep 2021 04:08:00.000,4387.017208,-1154.215222,-5818.829163,2.139958,7.028303,0.219263
17 Sep 2021 04:09:00.000,4507.541464,-730.642971,-5795.268449,1.875213,7.084382,0.565366
17 Sep 2021 04:10:00.000,4611.984132,-304.467892,-5750.983156,1.603767,7.115151,0.909446
17 Sep 2021 04:11:00.000,4699.971876,122.787414,-5686.131656,1.326586,7.120500,1.250275
17 Sep 2021 04:12:00.000,4771.190068,549.596516,-5600.945866,1.044661,7.100410,1.586632
17 Sep 2021 04:13:00.000,4825.383916,974.434600,-5495.730422,0.758998,7.054953,1.917315
17 Sep 2021 04:14:00.000,4862.359370,1395.783925,-5370.861587,0.470614,6.984293,2.241141
17 Sep 2021 04:15:00.000,4881.983822,1812.139238,-5226.785909,0.180541,6.888682,2.556953
17 Sep 2021 04:16:00.000,4884.186580,2222.013154,-5064.018621,-0.110188,6.768461,2.863621
17 Sep 2021 04:17:00.000,4868.959121,2623.941472,-4883.141798,-0.400535,6.624062,3.160048
17 Sep 2021 04:18:00.000,4836.355127,3016.488401,-4684.802280,-0.689463,6.456001,3.445175
17 Sep 2021 04:19:00.000,4786.490293,3398.251693,-4469.709353,-0.975942,6.264878,3.717981
17 Sep 2021 04:20:00.000,4719.541916,3767.867651,-4238.632215,-1.258949,6.051376,3.977491
17 Sep 2021 04:21:00.000,4635.748269,4124.015997,-3992.397228,-1.537473,5.816259,4.222778
17 Sep 2021 04:22:00.000,4535.407748,4465.424594,-3731.884959,-1.810521,5.560366,4.452963
17 Sep 2021 04:23:00.000,4418.877812,4790.873984,-3458.027030,-2.077119,5.284614,4.667223
17 Sep 2021 04:24:00.000,4286.573709,5099.201748,-3171.802793,-2.336314,4.989986,4.864793
17 Sep 2021 04:25:00.000,4138.966996,5389.306658,-2874.235819,-2.587181,4.677537,5.044966
17 Sep 2021 04:26:00.000,3976.583860,5660.152605,-2566.390245,-2.828824,4.348381,5.207098
17 Sep 2021 04:27:00.000,3800.003238,5910.772305,-2249.366964,-3.060382,4.003697,5.350608
17 Sep 2021 04:28:00.000,3609.854760,6140.270752,-1924.299690,-3.281026,3.644715,5.474984
17 Sep 2021 04:29:00.000,3406.816496,6347.828413,-1592.350903,-3.489970,3.272719,5.579781
17 Sep 2021 04:30:00.000,3191.612544,6532.704154,-1254.707693,-3.686467,2.889037,5.664624
17 Sep 2021 04:31:00.000,2965.010445,6694.237891,-912.577512,-3.869816,2.495040,5.729209
