"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,292.697684,-7350.503170,566.865776,4.540685,-0.264461,-5.773801
17 Sep 2021 04:01:00.000,564.294729,-7353.253308,219.414766,4.515145,0.173512,-5.797232
17 Sep 2021 04:02:00.000,833.874709,-7329.731491,-128.820902,4.473496,0.610867,-5.799932
17 Sep 2021 04:03:00.000,1100.475917,-7280.021614,-476.595895,4.415889,1.046042,-5.781890
17 Sep 2021 04:04:00.000,1363.147284,-7204.301136,-822.666529,4.342529,1.477482,-5.743172
17 Sep 2021 04:05:00.000,1620.951775,-7102.840450,-1165.795213,4.253678,1.903645,-5.683916
17 Sep 2021 04:06:00.000,1872.969732,-6976.001916,-1504.754879,4.149653,2.323010,-5.604333
17 Sep 2021 04:07:00.000,2118.302153,-6824.238567,-1838.333364,4.030825,2.734077,-5.504708
17 Sep 2021 04:08:00.000,2356.073901,-6648.092492,-2165.337753,3.897619,3.135378,-5.385398
17 Sep 2021 04:09:00.000,2585.436823,-6448.192897,-2484.598638,3.750509,3.525479,-5.246829
17 Sep 2021 04:10:00.000,2805.572780,-6225.253859,-2794.974305,3.590022,3.902986,-5.089497
17 Sep 2021 04:11:00.000,3015.696559,-5980.071776,-3095.354812,3.416730,4.266551,-4.913964
17 Sep 2021 04:12:00.000,3215.058679,-5713.522522,-3384.665962,3.231250,4.614874,-4.720858
17 Sep 2021 04:13:00.000,3402.948061,-5426.558316,-3661.873144,3.034246,4.946711,-4.510870
17 Sep 2021 04:14:00.000,3578.694569,-5120.204322,-3925.985032,2.826419,5.260875,-4.284750
17 Sep 2021 04:15:00.000,3741.671392,-4795.554987,-4176.057129,2.608512,5.556245,-4.043308
17 Sep 2021 04:16:00.000,3891.297289,-4453.770130,-4411.195148,2.381303,5.831766,-3.787406
17 Sep 2021 04:17:00.000,4027.038653,-4096.070798,-4630.558206,2.145601,6.086452,-3.517960
17 Sep 2021 04:18:00.000,4148.411421,-3723.734905,-4833.361835,1.902248,6.319393,-3.235933
17 Sep 2021 04:19:00.000,4254.982797,-3338.092668,-5018.880785,1.652112,6.529757,-2.942335
17 Sep 2021 04:20:00.000,4346.372795,-2940.521850,-5186.451616,1.396086,6.716793,-2.638214
17 Sep 2021 04:21:00.000,4422.255596,-2532.442843,-5335.475076,1.135082,6.879832,-2.324658
17 Sep 2021 04:22:00.000,4482.360706,-2115.313589,-5465.418238,0.870034,7.018291,-2.002790
17 Sep 2021 04:23:00.000,4526.473923,-1690.624374,-5575.816410,0.601884,7.131676,-1.673759
17 Sep 2021 04:24:00.000,4554.438102,-1259.892503,-5666.274794,0.331592,7.219581,-1.338742
17 Sep 2021 04:25:00.000,4566.153710,-824.656879,-5736.469901,0.060120,7.281693,-0.998938
17 Sep 2021 04:26:00.000,4561.579183,-386.472502,-5786.150703,-0.211562,7.317788,-0.655562
17 Sep 2021 04:27:00.000,4540.731074,53.095080,-5815.139536,-0.482485,7.327738,-0.309841
17 Sep 2021 04:28:00.000,4503.683991,492.475371,-5823.332732,-0.751684,7.311507,0.036988
17 Sep 2021 04:29:00.000,4450.570334,930.098534,-5810.700991,-1.018197,7.269154,0.383684
17 Sep 2021 04:30:00.000,4381.579817,1364.401004,-5777.289485,-1.281074,7.200829,0.729008
17 Sep 2021 04:31:00.000,4296.958793,1793.831069,-5723.217698,-1.539376,7.106776,1.071726
17 Sep 2021 04:32:00.000,4197.009373,2216.854417,-5648.678997,-1.792183,6.987331,1.410610
17 Sep 2021 04:33:00.000,4082.088350,2631.959620,-5553.939940,-2.038593,6.842921,1.744451
17 Sep 2021 04:34:00.000,3952.605922,3037.663529,-5439.339326,-2.277727,6.674061,2.072053
17 Sep 2021 04:35:00.000,3809.024231,3432.516579,-5305.286979,-2.508731,6.481356,2.392244
17 Sep 2021 04:36:00.000,3651.855711,3815.107964,-5152.262288,-2.730782,6.265492,2.703881
17 Sep 2021 04:37:00.000,3481.661260,4184.070679,-4980.812486,-2.943088,6.027242,3.005849
17 Sep 2021 04:38:00.000,3299.048238,4538.086406,-4791.550698,-3.144891,5.767456,3.297067
17 Sep 2021 04:39:00.000,3104.668302,4875.890221,-4585.153747,-3.335472,5.487062,3.576495
17 Sep 2021 04:40:00.000,2899.215077,5196.275117,-4362.359733,-3.514150,5.187063,3.843133
17 Sep 2021 04:41:00.000,2683.421682,5498.096316,-4123.965393,-3.680289,4.868529,4.096027
17 Sep 2021 04:42:00.000,2458.058116,5780.275358,-3870.823255,-3.833296,4.532599,4.334273
17 Sep 2021 04:43:00.000,2223.928508,6041.803955,-3603.838585,-3.972626,4.180473,4.557020
17 Sep 2021 04:44:00.000,1981.868249,6281.747595,-3323.966153,-4.097781,3.813409,4.763470
17 Sep 2021 04:45:00.000,1732.741010,6499.248881,-3032.206814,-4.208315,3.432718,4.952885
17 Sep 2021 04:46:00.000,1477.435663,6693.530593,-2729.603936,-4.303834,3.039761,5.124588
17 Sep 2021 04:47:00.000,1216.863108,6863.898468,-2417.239662,-4.383998,2.635941,5.277965
17 Sep 2021 04:48:00.000,951.953020,7009.743679,-2096.231045,-4.448521,2.222701,5.412467
17 Sep 2021 04:49:00.000,683.650539,7130.545010,-1767.726050,-4.497172,1.801517,5.527614
17 Sep 2021 04:50:00.000,412.912891,7225.870723,-1432.899450,-4.529779,1.373895,5.622993
17 Sep 2021 04:51:00.000,140.705979,7295.380094,-1092.948626,-4.546225,0.941362,5.698264
17 Sep 2021 04:52:00.000,-131.999069,7338.824639,-749.089281,-4.546452,0.505463,5.753157
