"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,4425.346923,-2523.905908,-5336.956920,1.125833,6.882493,-2.321278
17 Sep 2021 04:01:00.000,4484.891924,-2106.632391,-5466.694613,0.860617,7.020439,-1.999327
17 Sep 2021 04:02:00.000,4528.435992,-1681.829907,-5576.882751,0.592334,7.133304,-1.670226
17 Sep 2021 04:03:00.000,4555.824014,-1251.016167,-5667.127288,0.321942,7.220683,-1.335153
17 Sep 2021 04:04:00.000,4566.958514,-815.730364,-5737.105498,0.050405,7.282264,-0.995304
17 Sep 2021 04:05:00.000,4561.800004,-377.527679,-5786.567131,-0.221308,7.317827,-0.651897
17 Sep 2021 04:06:00.000,4540.367123,62.026275,-5815.335306,-0.492227,7.327245,-0.306158
17 Sep 2021 04:07:00.000,4502.736567,501.361052,-5823.307144,-0.761387,7.310484,0.040676
17 Sep 2021 04:08:00.000,4449.042820,938.906977,-5810.454136,-1.027826,7.267604,0.387364
17 Sep 2021 04:09:00.000,4379.477666,1373.100759,-5776.822247,-1.290594,7.198757,0.732667
17 Sep 2021 04:10:00.000,4294.289512,1802.391076,-5722.531746,-1.548755,7.104190,1.075350
17 Sep 2021 04:11:00.000,4193.782494,2225.244116,-5647.776785,-1.801387,6.984241,1.414188
17 Sep 2021 04:12:00.000,4078.315396,2640.149056,-5552.824694,-2.047588,6.839337,1.747968
17 Sep 2021 04:13:00.000,3948.300367,3045.623465,-5438.015034,-2.286481,6.669997,2.075497
17 Sep 2021 04:14:00.000,3804.201450,3440.218596,-5303.758378,-2.517214,6.476824,2.395604
17 Sep 2021 04:15:00.000,3646.532926,3822.524563,-5150.534844,-2.738962,6.260511,2.707144
17 Sep 2021 04:16:00.000,3475.857479,4191.175382,-4978.892376,-2.950937,6.021828,3.009003
17 Sep 2021 04:17:00.000,3292.784189,4544.853847,-4789.444789,-3.152380,5.761629,3.300101
17 Sep 2021 04:18:00.000,3097.966353,4882.296240,-4582.869569,-3.342575,5.480843,3.579398
17 Sep 2021 04:19:00.000,2892.099163,5202.296843,-4359.905455,-3.520842,5.180473,3.845894
17 Sep 2021 04:20:00.000,2675.917215,5503.712250,-4121.349793,-3.686546,4.861593,4.098638
17 Sep 2021 04:21:00.000,2450.191895,5785.465450,-3868.055686,-3.839095,4.525342,4.336723
17 Sep 2021 04:22:00.000,2215.728625,6046.549677,-3600.928944,-3.977946,4.172920,4.559301
17 Sep 2021 04:23:00.000,1973.363988,6286.032003,-3320.924844,-4.102604,3.805587,4.765573
17 Sep 2021 04:24:00.000,1723.962741,6503.056680,-3029.044714,-4.212623,3.424655,4.954804
17 Sep 2021 04:25:00.000,1468.414735,6696.848188,-2726.332353,-4.307613,3.031486,5.126315
17 Sep 2021 04:26:00.000,1207.631736,6866.714016,-2413.870296,-4.387233,2.627483,5.279494
17 Sep 2021 04:27:00.000,942.544173,7012.047128,-2092.775944,-4.451200,2.214091,5.413793
17 Sep 2021 04:28:00.000,674.097817,7132.328137,-1764.197571,-4.499287,1.792786,5.528732
17 Sep 2021 04:29:00.000,403.250410,7227.127162,-1429.310211,-4.531322,1.365073,5.623899
17 Sep 2021 04:30:00.000,130.968244,7296.105362,-1089.311461,-4.547190,0.932480,5.698954
17 Sep 2021 04:31:00.000,-141.777280,7339.016146,-745.417199,-4.546836,0.496554,5.753630
17 Sep 2021 04:32:00.000,-414.013128,7355.706059,-398.857230,-4.530261,0.058851,5.787729
17 Sep 2021 04:33:00.000,-684.768093,7346.115327,-50.870896,-4.497524,-0.379065,5.801131
17 Sep 2021 04:34:00.000,-953.076268,7310.278072,297.297363,-4.448743,-0.815628,5.793788
17 Sep 2021 04:35:00.000,-1217.980487,7248.322192,644.402456,-4.384091,-1.249280,5.765725
17 Sep 2021 04:36:00.000,-1478.535742,7160.468902,989.203093,-4.303800,-1.678471,5.717043
17 Sep 2021 04:37:00.000,-1733.812555,7047.031945,1330.466225,-4.208155,-2.101667,5.647917
17 Sep 2021 04:38:00.000,-1982.900290,6908.416476,1666.971454,-4.097500,-2.517357,5.558592
17 Sep 2021 04:39:00.000,-2224.910405,6745.117606,1997.515398,-3.972228,-2.924054,5.449390
17 Sep 2021 04:40:00.000,-2458.979620,6557.718641,2320.915992,-3.832786,-3.320307,5.320700
17 Sep 2021 04:41:00.000,-2684.272997,6346.888998,2636.016715,-3.679673,-3.704699,5.172982
17 Sep 2021 04:42:00.000,-2899.986917,6113.381807,2941.690730,-3.513435,-4.075857,5.006766
17 Sep 2021 04:43:00.000,-3105.351949,5858.031230,3236.844909,-3.334664,-4.432455,4.822644
17 Sep 2021 04:44:00.000,-3299.635592,5581.749474,3520.423747,-3.144000,-4.773218,4.621276
17 Sep 2021 04:45:00.000,-3482.144888,5285.523536,3791.413130,-2.942122,-5.096929,4.403382
17 Sep 2021 04:46:00.000,-3652.228896,4970.411674,4048.843967,-2.729751,-5.402431,4.169741
17 Sep 2021 04:47:00.000,-3809.281011,4637.539630,4291.795656,-2.507644,-5.688633,3.921188
17 Sep 2021 04:48:00.000,-3952.741127,4288.096605,4519.399372,-2.276594,-5.954512,3.658613
17 Sep 2021 04:49:00.000,-4082.097637,3923.331014,4730.841175,-2.037426,-6.199117,3.382954
17 Sep 2021 04:50:00.000,-4196.889258,3544.546022,4925.364926,-1.790992,-6.421576,3.095197
17 Sep 2021 04:51:00.000,-4296.706671,3153.094890,5102.274982,-1.538172,-6.621093,2.796372
17 Sep 2021 04:52:00.000,-4381.193985,2750.376143,5260.938692,-1.279869,-6.796954,2.487546
17 Sep 2021 04:53:00.000,-4450.050007,2337.828568,5400.788656,-1.017003,-6.948533,2.169825
