"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,7210.391350,1561.379797,-96.204483,-1.032077,4.409381,-5.789362
17 Sep 2021 04:01:00.000,7135.653721,1822.839567,-443.404422,-1.459398,4.308586,-5.773282
17 Sep 2021 04:02:00.000,7035.421131,2077.788377,-789.018735,-1.881510,4.192420,-5.736556
17 Sep 2021 04:03:00.000,6910.051402,2325.316760,-1131.811459,-2.296904,4.061300,-5.679315
17 Sep 2021 04:04:00.000,6759.992171,2564.541748,-1470.556718,-2.704096,3.915692,-5.601764
17 Sep 2021 04:05:00.000,6585.779288,2794.610026,-1804.043114,-3.101632,3.756117,-5.504180
17 Sep 2021 04:06:00.000,6388.034908,3014.700972,-2131.078051,-3.488090,3.583145,-5.386913
17 Sep 2021 04:07:00.000,6167.465262,3224.029583,-2450.492008,-3.862091,3.397393,-5.250382
17 Sep 2021 04:08:00.000,5924.858142,3421.849279,-2761.142716,-4.222298,3.199525,-5.095074
17 Sep 2021 04:09:00.000,5661.080083,3607.454565,-3061.919242,-4.567424,2.990246,-4.921545
17 Sep 2021 04:10:00.000,5377.073269,3780.183542,-3351.745969,-4.896235,2.770304,-4.730417
17 Sep 2021 04:11:00.000,5073.852166,3939.420275,-3629.586434,-5.207556,2.540483,-4.522372
17 Sep 2021 04:12:00.000,4752.499903,4084.596983,-3894.447040,-5.500275,2.301604,-4.298154
17 Sep 2021 04:13:00.000,4414.164398,4215.196067,-4145.380607,-5.773347,2.054520,-4.058565
17 Sep 2021 04:14:00.000,4060.054259,4330.751953,-4381.489761,-6.025795,1.800112,-3.804462
17 Sep 2021 04:15:00.000,3691.434468,4430.852756,-4601.930140,-6.256716,1.539289,-3.536754
17 Sep 2021 04:16:00.000,3309.621860,4515.141742,-4805.913419,-6.465287,1.272980,-3.256398
17 Sep 2021 04:17:00.000,2915.980422,4583.318604,-4992.710121,-6.650760,1.002137,-2.964397
17 Sep 2021 04:18:00.000,2511.916415,4635.140530,-5161.652234,-6.812474,0.727725,-2.661795
17 Sep 2021 04:19:00.000,2098.873357,4670.423069,-5312.135595,-6.949850,0.450724,-2.349673
17 Sep 2021 04:20:00.000,1678.326860,4689.040786,-5443.622053,-7.062398,0.172123,-2.029149
17 Sep 2021 04:21:00.000,1251.779360,4690.927708,-5555.641390,-7.149715,-0.107084,-1.701368
17 Sep 2021 04:22:00.000,820.754753,4676.077561,-5647.793009,-7.211488,-0.385903,-1.367503
17 Sep 2021 04:23:00.000,386.792946,4644.543783,-5719.747359,-7.247496,-0.663336,-1.028747
17 Sep 2021 04:24:00.000,-48.555643,4596.439343,-5771.247119,-7.257612,-0.938395,-0.686313
17 Sep 2021 04:25:00.000,-483.735623,4531.936325,-5802.108115,-7.241797,-1.210099,-0.341424
17 Sep 2021 04:26:00.000,-917.192188,4451.265321,-5812.219982,-7.200109,-1.477478,0.004686
17 Sep 2021 04:27:00.000,-1347.376673,4354.714601,-5801.546555,-7.132697,-1.739578,0.350780
17 Sep 2021 04:28:00.000,-1772.752085,4242.629086,-5770.126001,-7.039800,-1.995464,0.695619
17 Sep 2021 04:29:00.000,-2191.798597,4115.409115,-5718.070681,-6.921750,-2.244223,1.037970
17 Sep 2021 04:30:00.000,-2603.018974,3973.509014,-5645.566750,-6.778969,-2.484968,1.376610
17 Sep 2021 04:31:00.000,-3004.943929,3817.435476,-5552.873487,-6.611966,-2.716841,1.710326
17 Sep 2021 04:32:00.000,-3396.137366,3647.745748,-5440.322375,-6.421339,-2.939013,2.037926
17 Sep 2021 04:33:00.000,-3775.201516,3465.045646,-5308.315908,-6.207768,-3.150694,2.358239
17 Sep 2021 04:34:00.000,-4140.781929,3269.987389,-5157.326157,-5.972015,-3.351127,2.670118
17 Sep 2021 04:35:00.000,-4491.572315,3063.267269,-4987.893079,-5.714922,-3.539598,2.972448
17 Sep 2021 04:36:00.000,-4826.319211,2845.623172,-4800.622588,-5.437409,-3.715434,3.264149
17 Sep 2021 04:37:00.000,-5143.826459,2617.831936,-4596.184386,-5.140466,-3.878010,3.544176
17 Sep 2021 04:38:00.000,-5442.959482,2380.706586,-4375.309569,-4.825154,-4.026744,3.811530
17 Sep 2021 04:39:00.000,-5722.649337,2135.093424,-4138.788014,-4.492599,-4.161107,4.065252
17 Sep 2021 04:40:00.000,-5981.896536,1881.869018,-3887.465553,-4.143990,-4.280620,4.304437
17 Sep 2021 04:41:00.000,-6219.774616,1621.937065,-3622.240946,-3.780571,-4.384857,4.528228
17 Sep 2021 04:42:00.000,-6435.433453,1356.225170,-3344.062671,-3.403640,-4.473446,4.735826
17 Sep 2021 04:43:00.000,-6628.102296,1085.681536,-3053.925530,-3.014545,-4.546071,4.926489
17 Sep 2021 04:44:00.000,-6797.092525,811.271579,-2752.867091,-2.614676,-4.602475,5.099533
17 Sep 2021 04:45:00.000,-6941.800110,533.974484,-2441.963980,-2.205460,-4.642455,5.254341
17 Sep 2021 04:46:00.000,-7061.707771,254.779710,-2122.328026,-1.788360,-4.665870,5.390358
17 Sep 2021 04:47:00.000,-7156.386828,-25.316539,-1795.102291,-1.364866,-4.672637,5.507099
17 Sep 2021 04:48:00.000,-7225.498732,-305.314871,-1461.456977,-0.936491,-4.662732,5.604146
17 Sep 2021 04:49:00.000,-7268.796276,-584.216271,-1122.585245,-0.504766,-4.636191,5.681151
17 Sep 2021 04:50:00.000,-7286.124481,-861.025664,-779.698947,-0.071232,-4.593109,5.737840
17 Sep 2021 04:51:00.000,-7277.421146,-1134.755466,-434.024289,0.362562,-4.533641,5.774010
17 Sep 2021 04:52:00.000,-7242.717078,-1404.429107,-86.797451,0.795064,-4.457998,5.789531
17 Sep 2021 04:53:00.000,-7182.135977,-1669.084519,260.739836,1.224731,-4.366451,5.784348
17 Sep 2021 04:54:00.000,-7095.893999,-1927.777561,607.344730,1.650027,-4.259327,5.758479
17 Sep 2021 04:55:00.000,-6984.298982,-2179.585393,951.777727,2.069433,-4.137009,5.712017
17 Sep 2021 04:56:00.000,-6847.749348,-2423.609765,1292.807085,2.481449,-3.999934,5.645128
17 Sep 2021 04:57:00.000,-6686.732684,-2658.980225,1629.213236,2.884605,-3.848591,5.558052
17 Sep 2021 04:58:00.000,-6501.823994,-2884.857218,1959.793145,3.277458,-3.683521,5.451099
17 Sep 2021 04:59:00.000,-6293.683653,-3100.435085,2283.364613,3.658607,-3.505312,5.324652
17 Sep 2021 05:00:00.000,-6063.055041,-3304.944936,2598.770502,4.026688,-3.314602,5.179163
17 Sep 2021 05:01:00.000,-5810.761897,-3497.657393,2904.882877,4.380387,-3.112070,5.015154
17 Sep 2021 05:02:00.000,-5537.705369,-3677.885186,3200.607036,4.718440,-2.898440,4.833209
17 Sep 2021 05:03:00.000,-5244.860797,-3844.985614,3484.885428,5.039639,-2.674474,4.633980
17 Sep 2021 05:04:00.000,-4933.274233,-3998.362825,3756.701432,5.342835,-2.440972,4.418179
17 Sep 2021 05:05:00.000,-4604.058701,-4137.469952,4015.082996,5.626946,-2.198767,4.186578
17 Sep 2021 05:06:00.000,-4258.390220,-4261.811054,4259.106110,5.890957,-1.948724,3.940005
17 Sep 2021 05:07:00.000,-3897.503609,-4370.942890,4487.898112,6.133923,-1.691734,3.679342
17 Sep 2021 05:08:00.000,-3522.688067,-4464.476494,4700.640808,6.354977,-1.428716,3.405522
17 Sep 2021 05:09:00.000,-3135.282576,-4542.078568,4896.573399,6.553328,-1.160606,3.119522
17 Sep 2021 05:10:00.000,-2736.671112,-4603.472661,5074.995200,6.728268,-0.888363,2.822367
17 Sep 2021 05:11:00.000,-2328.277705,-4648.440162,5235.268148,6.879171,-0.612958,2.515119
17 Sep 2021 05:12:00.000,-1911.561347,-4676.821074,5376.819082,7.005498,-0.335373,2.198876
17 Sep 2021 05:13:00.000,-1488.010785,-4688.514584,5499.141796,7.106798,-0.056599,1.874770
17 Sep 2021 05:14:00.000,-1059.139197,-4683.479422,5601.798841,7.182707,0.222369,1.543959
17 Sep 2021 05:15:00.000,-626.478791,-4661.734003,5684.423102,7.232955,0.500536,1.207627
17 Sep 2021 05:16:00.000,-191.575327,-4623.356367,5746.719098,7.257362,0.776910,0.866976
17 Sep 2021 05:17:00.000,244.017403,-4568.483891,5788.464048,7.255840,1.050505,0.523224
17 Sep 2021 05:18:00.000,678.743127,-4497.312803,5809.508664,7.228394,1.320344,0.177602
17 Sep 2021 05:19:00.000,1111.048655,-4410.097476,5809.777683,7.175123,1.585465,-0.168656
17 Sep 2021 05:20:00.000,1539.389424,-4307.149524,5789.270141,7.096216,1.844922,-0.514311
17 Sep 2021 05:21:00.000,1962.235022,-4188.836682,5748.059374,6.991955,2.097789,-0.858127
17 Sep 2021 05:22:00.000,2378.074651,-4055.581498,5686.292752,6.862712,2.343165,-1.198873
17 Sep 2021 05:23:00.000,2785.422528,-3907.859821,5604.191159,6.708949,2.580174,-1.535333
17 Sep 2021 05:24:00.000,3182.823193,-3746.199103,5502.048200,6.531214,2.807971,-1.866302
17 Sep 2021 05:25:00.000,3568.856709,-3571.176516,5380.229147,6.330143,3.025742,-2.190597
17 Sep 2021 05:26:00.000,3942.143735,-3383.416889,5239.169640,6.106453,3.232713,-2.507058
17 Sep 2021 05:27:00.000,4301.350456,-3183.590480,5079.374125,5.860944,3.428143,-2.814553
17 Sep 2021 05:28:00.000,4645.193348,-2972.410582,4901.414049,5.594492,3.611337,-3.111984
17 Sep 2021 05:29:00.000,4972.443765,-2750.630978,4705.925820,5.308049,3.781641,-3.398285
17 Sep 2021 05:30:00.000,5281.932327,-2519.043248,4493.608527,5.002639,3.938448,-3.672434
17 Sep 2021 05:31:00.000,5572.553104,-2278.473948,4265.221444,4.679352,4.081198,-3.933450
17 Sep 2021 05:32:00.000,5843.267560,-2029.781654,4021.581312,4.339343,4.209383,-4.180399
17 Sep 2021 05:33:00.000,6093.108272,-1773.853904,3763.559419,3.983827,4.322546,-4.412398
17 Sep 2021 05:34:00.000,6321.182382,-1511.604025,3492.078486,3.614073,4.420283,-4.628619
