"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,5363.455841,-3044.434750,-4049.896799,0.286421,6.047948,-4.167113
17 Sep 2021 04:01:00.000,5370.931783,-2676.344124,-4292.689076,-0.033192,6.218422,-3.918502
17 Sep 2021 04:02:00.000,5359.233892,-2298.682394,-4520.130190,-0.352672,6.366688,-3.655878
17 Sep 2021 04:03:00.000,5328.404797,-1912.798412,-4731.406783,-0.670879,6.492214,-3.380181
17 Sep 2021 04:04:00.000,5278.555419,-1520.070442,-4925.763304,-0.986676,6.594551,-3.092395
17 Sep 2021 04:05:00.000,5209.864577,-1121.901236,-5102.504708,-1.298937,6.673333,-2.793551
17 Sep 2021 04:06:00.000,5122.578339,-719.713024,-5260.998946,-1.606547,6.728278,-2.484717
17 Sep 2021 04:07:00.000,5017.009149,-314.942432,-5400.679222,-1.908407,6.759190,-2.166997
17 Sep 2021 04:08:00.000,4893.534701,90.964648,-5521.046020,-2.203442,6.765956,-1.841527
17 Sep 2021 04:09:00.000,4752.596594,496.558222,-5621.668893,-2.490597,6.748553,-1.509472
17 Sep 2021 04:10:00.000,4594.698747,900.389378,-5702.187999,-2.768847,6.707041,-1.172019
17 Sep 2021 04:11:00.000,4420.405603,1301.015454,-5762.315392,-3.037201,6.641568,-0.830374
17 Sep 2021 04:12:00.000,4230.340107,1697.005202,-5801.836047,-3.294701,6.552368,-0.485760
17 Sep 2021 04:13:00.000,4025.181479,2086.943893,-5820.608631,-3.540427,6.439758,-0.139409
17 Sep 2021 04:14:00.000,3805.662791,2469.438374,-5818.566011,-3.773503,6.304140,0.207441
17 Sep 2021 04:15:00.000,3572.568345,2843.122048,-5795.715489,-3.993097,6.145998,0.553549
17 Sep 2021 04:16:00.000,3326.730870,3206.659751,-5752.138781,-4.198427,5.965897,0.897677
17 Sep 2021 04:17:00.000,3069.028547,3558.752530,-5687.991719,-4.388760,5.764478,1.238595
17 Sep 2021 04:18:00.000,2800.381876,3898.142276,-5603.503702,-4.563417,5.542461,1.575084
