"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,4861.682234,1401.793088,-5369.909458,0.464200,6.983994,2.243409
17 Sep 2021 04:01:00.000,4880.923262,1818.119772,-5225.699398,0.174178,6.888026,2.559160
17 Sep 2021 04:02:00.000,4882.746384,2227.943707,-5062.801614,-0.116477,6.767451,2.865760
17 Sep 2021 04:03:00.000,4867.144435,2629.800869,-4881.798647,-0.406726,6.622701,3.162111
17 Sep 2021 04:04:00.000,4834.172432,3022.255721,-4683.337788,-0.695536,6.454293,3.447154
17 Sep 2021 04:05:00.000,4783.947386,3403.906345,-4468.128757,-0.981874,6.262830,3.719869
17 Sep 2021 04:06:00.000,4716.647881,3773.389443,-4236.941169,-1.264718,6.048995,3.979282
17 Sep 2021 04:07:00.000,4632.513441,4129.385215,-3990.601778,-1.543061,5.813554,4.224464
17 Sep 2021 04:08:00.000,4531.843682,4470.622066,-3729.991526,-1.815906,5.557347,4.454539
17 Sep 2021 04:09:00.000,4414.997236,4795.881152,-3456.042386,-2.082282,5.281290,4.668684
17 Sep 2021 04:10:00.000,4282.390483,5104.000734,-3169.734033,-2.341237,4.986371,4.866134
17 Sep 2021 04:11:00.000,4134.496061,5393.880326,-2872.090343,-2.591846,4.673642,5.046181
17 Sep 2021 04:12:00.000,3971.841183,5664.484624,-2564.175725,-2.833215,4.344222,5.208183
17 Sep 2021 04:13:00.000,3795.005758,5914.847207,-2247.091320,-3.064483,3.999287,5.351559
17 Sep 2021 04:14:00.000,3604.620325,6144.073987,-1921.971059,-3.284823,3.640071,5.475798
17 Sep 2021 04:15:00.000,3401.363799,6351.346399,-1589.977613,-3.493448,3.267856,5.580455
17 Sep 2021 04:16:00.000,3185.961060,6535.924331,-1252.298231,-3.689615,2.883973,5.665155
17 Sep 2021 04:17:00.000,2959.180356,6697.148758,-910.140495,-3.872621,2.489794,5.729596
17 Sep 2021 04:18:00.000,2721.830573,6834.444104,-564.728002,-4.041814,2.086727,5.773547
17 Sep 2021 04:19:00.000,2474.758345,6947.320288,-217.295990,-4.196590,1.676212,5.796851
