"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,6701.212693,3083.609543,148.344924,-1.995871,4.058644,5.793828
17 Sep 2021 04:01:00.000,6569.623155,3321.328006,495.719143,-2.391168,3.867874,5.774634
17 Sep 2021 04:02:00.000,6414.560493,3547.181836,841.320561,-2.777932,3.663307,5.734790
17 Sep 2021 04:03:00.000,6236.578137,3760.365424,1183.913262,-3.154780,3.445673,5.674437
17 Sep 2021 04:04:00.000,6036.311407,3960.118416,1522.272092,-3.520366,3.215751,5.593792
17 Sep 2021 04:05:00.000,5814.475252,4145.728427,1855.187036,-3.873384,2.974360,5.493142
17 Sep 2021 04:06:00.000,5571.861694,4316.533585,2181.467550,-4.212573,2.722364,5.372849
17 Sep 2021 04:07:00.000,5309.336999,4471.924883,2499.946812,-4.536719,2.460662,5.233341
17 Sep 2021 04:08:00.000,5027.838590,4611.348358,2809.485902,-4.844666,2.190189,5.075119
17 Sep 2021 04:09:00.000,4728.371691,4734.307063,3108.977868,-5.135311,1.911909,4.898747
17 Sep 2021 04:10:00.000,4412.005744,4840.362837,3397.351691,-5.407618,1.626818,4.704856
17 Sep 2021 04:11:00.000,4079.870589,4929.137869,3673.576110,-5.660612,1.335932,4.494141
17 Sep 2021 04:12:00.000,3733.152426,5000.316041,3936.663313,-5.893388,1.040291,4.267353
17 Sep 2021 04:13:00.000,3373.089581,5053.644058,4185.672468,-6.105116,0.740949,4.025306
17 Sep 2021 04:14:00.000,3000.968082,5088.932342,4419.713088,-6.295039,0.438975,3.768863
17 Sep 2021 04:15:00.000,2618.117066,5106.055715,4637.948216,-6.462476,0.135448,3.498942
17 Sep 2021 04:16:00.000,2225.904034,5104.953835,4839.597418,-6.606830,-0.168550,3.216509
17 Sep 2021 04:17:00.000,1825.729962,5085.631415,5023.939571,-6.727584,-0.471934,2.922573
17 Sep 2021 04:18:00.000,1419.024299,5048.158197,5190.315448,-6.824306,-0.773620,2.618186
17 Sep 2021 04:19:00.000,1007.239864,4992.668708,5338.130068,-6.896651,-1.072532,2.304436
17 Sep 2021 04:20:00.000,591.847649,4919.361768,5466.854831,-6.944358,-1.367603,1.982445
17 Sep 2021 04:21:00.000,174.331573,4828.499787,5576.029403,-6.967258,-1.657780,1.653364
17 Sep 2021 04:22:00.000,-243.816829,4720.407817,5665.263364,-6.965268,-1.942029,1.318371
17 Sep 2021 04:23:00.000,-661.103723,4595.472397,5734.237604,-6.938394,-2.219333,0.978663
17 Sep 2021 04:24:00.000,-1076.038323,4454.140165,5782.705466,-6.886732,-2.488705,0.635455
17 Sep 2021 04:25:00.000,-1487.138211,4296.916262,5810.493626,-6.810466,-2.749182,0.289975
17 Sep 2021 04:26:00.000,-1892.934634,4124.362530,5817.502711,-6.709868,-2.999836,-0.056542
17 Sep 2021 04:27:00.000,-2291.977754,3937.095501,5803.707659,-6.585296,-3.239772,-0.402856
17 Sep 2021 04:28:00.000,-2682.841824,3735.784195,5769.157805,-6.437195,-3.468134,-0.747730
17 Sep 2021 04:29:00.000,-3064.130287,3521.147732,5713.976708,-6.266094,-3.684109,-1.089930
17 Sep 2021 04:30:00.000,-3434.480760,3293.952759,5638.361705,-6.072603,-3.886925,-1.428233
17 Sep 2021 04:31:00.000,-3792.569909,3055.010714,5542.583207,-5.857413,-4.075859,-1.761427
