"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,7002.132022,306.813300,-2304.976863,-1.956180,4.679672,-5.319640
17 Sep 2021 04:01:00.000,6872.263746,586.745772,-2620.043129,-2.369432,4.653140,-5.172874
17 Sep 2021 04:02:00.000,6717.844275,864.592612,-2925.739821,-2.774214,4.610004,-5.007608
17 Sep 2021 04:03:00.000,6539.425603,1139.362373,-3220.973727,-3.169079,4.550418,-4.824435
17 Sep 2021 04:04:00.000,6337.645460,1410.074562,-3504.689051,-3.552617,4.474594,-4.624009
17 Sep 2021 04:05:00.000,6113.225032,1675.763133,-3775.871186,-3.923458,4.382802,-4.407047
17 Sep 2021 04:06:00.000,5866.966386,1935.479940,-4033.550349,-4.280277,4.275369,-4.174325
17 Sep 2021 04:07:00.000,5599.749598,2188.298116,-4276.805044,-4.621799,4.152678,-3.926674
17 Sep 2021 04:08:00.000,5312.529616,2433.315383,-4504.765357,-4.946805,4.015167,-3.664982
17 Sep 2021 04:09:00.000,5006.332838,2669.657273,-4716.616070,-5.254134,3.863325,-3.390183
17 Sep 2021 04:10:00.000,4682.253453,2896.480245,-4911.599575,-5.542687,3.697693,-3.103260
17 Sep 2021 04:11:00.000,4341.449523,3112.974701,-5089.018583,-5.811434,3.518864,-2.805239
17 Sep 2021 04:12:00.000,3985.138851,3318.367872,-5248.238618,-6.059416,3.327474,-2.497187
17 Sep 2021 04:13:00.000,3614.594626,3511.926576,-5388.690286,-6.285745,3.124205,-2.180204
17 Sep 2021 04:14:00.000,3231.140875,3692.959840,-5509.871310,-6.489615,2.909783,-1.855424
17 Sep 2021 04:15:00.000,2836.147729,3860.821361,-5611.348329,-6.670297,2.684973,-1.524009
17 Sep 2021 04:16:00.000,2431.026533,4014.911815,-5692.758444,-6.827145,2.450575,-1.187144
17 Sep 2021 04:17:00.000,2017.224798,4154.681000,-5753.810520,-6.959600,2.207428,-0.846034
17 Sep 2021 04:18:00.000,1596.221031,4279.629795,-5794.286223,-7.067188,1.956397,-0.501898
17 Sep 2021 04:19:00.000,1169.519453,4389.311948,-5814.040804,-7.149526,1.698378,-0.155967
17 Sep 2021 04:20:00.000,738.644622,4483.335666,-5813.003615,-7.206320,1.434292,0.190522
17 Sep 2021 04:21:00.000,305.135990,4561.365015,-5791.178362,-7.237367,1.165081,0.536329
17 Sep 2021 04:22:00.000,-129.457601,4623.121123,-5748.643092,-7.242556,0.891705,0.880219
17 Sep 2021 04:23:00.000,-563.583452,4668.383172,-5685.549915,-7.221869,0.615139,1.220960
17 Sep 2021 04:24:00.000,-995.690554,4696.989194,-5602.124457,-7.175381,0.336371,1.557336
17 Sep 2021 04:25:00.000,-1424.235126,4708.836642,-5498.665054,-7.103258,0.056394,1.888142
17 Sep 2021 04:26:00.000,-1847.686138,4703.882766,-5375.541689,-7.005758,-0.223791,2.212196
17 Sep 2021 04:27:00.000,-2264.530773,4682.144762,-5233.194665,-6.883229,-0.503186,2.528339
17 Sep 2021 04:28:00.000,-2673.279836,4643.699714,-5072.133030,-6.736110,-0.780794,2.835441
17 Sep 2021 04:29:00.000,-3072.473075,4588.684323,-4892.932759,-6.564926,-1.055624,3.132402
17 Sep 2021 04:30:00.000,-3460.684394,4517.294415,-4696.234693,-6.370289,-1.326695,3.418162
17 Sep 2021 04:31:00.000,-3836.526950,4429.784249,-4482.742247,-6.152896,-1.593039,3.691698
17 Sep 2021 04:32:00.000,-4198.658107,4326.465612,-4253.218898,-5.913523,-1.853708,3.952032
17 Sep 2021 04:33:00.000,-4545.784234,4207.706705,-4008.485447,-5.653025,-2.107769,4.198233
17 Sep 2021 04:34:00.000,-4876.665322,4073.930829,-3749.417092,-5.372333,-2.354317,4.429421
17 Sep 2021 04:35:00.000,-5190.119418,3925.614884,-3476.940292,-5.072451,-2.592471,4.644768
17 Sep 2021 04:36:00.000,-5485.026845,3763.287662,-3192.029460,-4.754450,-2.821382,4.843505
17 Sep 2021 04:37:00.000,-5760.334201,3587.527964,-2895.703471,-4.419466,-3.040233,5.024922
17 Sep 2021 04:38:00.000,-6015.058124,3398.962536,-2589.022024,-4.068697,-3.248242,5.188368
17 Sep 2021 04:39:00.000,-6248.288801,3198.263833,-2273.081852,-3.703396,-3.444666,5.333260
17 Sep 2021 04:40:00.000,-6459.193221,2986.147625,-1949.012797,-3.324868,-3.628806,5.459080
17 Sep 2021 04:41:00.000,-6647.018150,2763.370439,-1617.973770,-2.934466,-3.800002,5.565378
17 Sep 2021 04:42:00.000,-6811.092818,2530.726864,-1281.148610,-2.533584,-3.957645,5.651773
17 Sep 2021 04:43:00.000,-6950.831316,2289.046716,-939.741847,-2.123656,-4.101171,5.717956
17 Sep 2021 04:44:00.000,-7065.734691,2039.192079,-594.974395,-1.706145,-4.230067,5.763691
