"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,-2692.966350,3729.461088,5768.531687,-6.430587,-3.479324,-0.752592
17 Sep 2021 04:01:00.000,-3073.840528,3514.164996,5713.059984,-6.258895,-3.694902,-1.094746
17 Sep 2021 04:02:00.000,-3443.742050,3286.335327,5637.157653,-6.064839,-3.897283,-1.432985
17 Sep 2021 04:03:00.000,-3801.349183,3046.785786,5541.096133,-5.849112,-4.085745,-1.766100
17 Sep 2021 04:04:00.000,-4145.384086,2796.371873,5425.218956,-5.612484,-4.259617,-2.092898
17 Sep 2021 04:05:00.000,-4474.617376,2535.987831,5289.940515,-5.355800,-4.418277,-2.412212
17 Sep 2021 04:06:00.000,-4787.872520,2266.563448,5135.744586,-5.079977,-4.561161,-2.722900
17 Sep 2021 04:07:00.000,-5084.030043,1989.060739,4963.182597,-4.785998,-4.687759,-3.023850
17 Sep 2021 04:08:00.000,-5362.031522,1704.470513,4772.871653,-4.474915,-4.797621,-3.313987
17 Sep 2021 04:09:00.000,-5620.883377,1413.808830,4565.492333,-4.147838,-4.890354,-3.592272
17 Sep 2021 04:10:00.000,-5859.660415,1118.113380,4341.786255,-3.805935,-4.965628,-3.857710
17 Sep 2021 04:11:00.000,-6077.509141,818.439772,4102.553421,-3.450428,-5.023176,-4.109353
17 Sep 2021 04:12:00.000,-6273.650806,515.857772,3848.649363,-3.082586,-5.062793,-4.346301
17 Sep 2021 04:13:00.000,-6447.384194,211.447477,3580.982074,-2.703723,-5.084338,-4.567705
17 Sep 2021 04:14:00.000,-6598.088125,-93.704533,3300.508770,-2.315192,-5.087735,-4.772775
17 Sep 2021 04:15:00.000,-6725.223682,-398.509080,3008.232460,-1.918381,-5.072972,-4.960777
17 Sep 2021 04:16:00.000,-6828.336129,-701.878271,2705.198365,-1.514708,-5.040104,-5.131038
17 Sep 2021 04:17:00.000,-6907.056547,-1002.729384,2392.490173,-1.105614,-4.989248,-5.282950
17 Sep 2021 04:18:00.000,-6961.103148,-1299.988729,2071.226171,-0.692561,-4.920587,-5.415969
17 Sep 2021 04:19:00.000,-6990.282287,-1592.595484,1742.555241,-0.277024,-4.834366,-5.529620
17 Sep 2021 04:20:00.000,-6994.489151,-1879.505477,1407.652755,0.139511,-4.730894,-5.623497
17 Sep 2021 04:21:00.000,-6973.708141,-2159.694913,1067.716365,0.555558,-4.610541,-5.697263
17 Sep 2021 04:22:00.000,-6928.012928,-2432.164030,723.961731,0.969630,-4.473737,-5.750655
17 Sep 2021 04:23:00.000,-6857.566191,-2695.940661,377.618162,1.380247,-4.320971,-5.783482
17 Sep 2021 04:24:00.000,-6762.619037,-2950.083709,29.924228,1.785942,-4.152790,-5.795627
17 Sep 2021 04:25:00.000,-6643.510109,-3193.686498,-317.876672,2.185267,-3.969793,-5.787045
17 Sep 2021 04:26:00.000,-6500.664374,-3425.880015,-664.540758,2.576793,-3.772635,-5.757768
