"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,661.356181,7134.683043,-1759.491822,-4.502085,1.781138,5.530219
17 Sep 2021 04:01:00.000,390.363762,7228.779570,-1424.523660,-4.533356,1.353306,5.625103
17 Sep 2021 04:02:00.000,117.982607,7297.049373,-1084.461225,-4.548454,0.920636,5.699871
17 Sep 2021 04:03:00.000,-154.815533,7339.248391,-740.520622,-4.547325,0.484675,5.754256
17 Sep 2021 04:04:00.000,-427.057433,7355.225711,-393.931824,-4.529973,0.046979,5.788063
17 Sep 2021 04:05:00.000,-697.771866,7344.924101,-45.934274,-4.496461,-0.390886,5.801171
17 Sep 2021 04:06:00.000,-965.993068,7308.380224,302.227547,-4.446907,-0.827358,5.793533
17 Sep 2021 04:07:00.000,-1230.764186,7245.724497,649.308570,-4.381490,-1.260876,5.765178
17 Sep 2021 04:08:00.000,-1491.140686,7157.180637,994.067593,-4.300443,-1.689892,5.716205
17 Sep 2021 04:09:00.000,-1746.193728,7043.064851,1335.271716,-4.204054,-2.112872,5.646790
17 Sep 2021 04:10:00.000,-1995.013475,6903.784718,1671.700750,-4.092669,-2.528305,5.557182
17 Sep 2021 04:11:00.000,-2236.712342,6739.837721,2002.151587,-3.966685,-2.934708,5.447700
17 Sep 2021 04:12:00.000,-2470.428162,6551.809483,2325.442493,-3.826551,-3.330628,5.318737
17 Sep 2021 04:13:00.000,-2695.327257,6340.371663,2640.417343,-3.672768,-3.714650,5.170754
17 Sep 2021 04:14:00.000,-2910.607417,6106.279567,2945.949746,-3.505884,-4.085402,5.004279
17 Sep 2021 04:15:00.000,-3115.500759,5850.369442,3240.947084,-3.326495,-4.441560,4.819908
17 Sep 2021 04:16:00.000,-3309.276468,5573.555494,3524.354410,-3.135242,-4.781851,4.618301
17 Sep 2021 04:17:00.000,-3491.243400,5276.826619,3795.158225,-2.932806,-5.105059,4.400178
17 Sep 2021 04:18:00.000,-3660.752549,4961.242872,4052.390101,-2.719909,-5.410029,4.166319
17 Sep 2021 04:19:00.000,-3817.199364,4627.931679,4295.130148,-2.497313,-5.695672,3.917562
17 Sep 2021 04:20:00.000,-3960.025901,4278.083809,4522.510296,-2.265810,-5.960966,3.654794
17 Sep 2021 04:21:00.000,-4088.722815,3912.949122,4733.717408,-2.026228,-6.204965,3.378957
17 Sep 2021 04:22:00.000,-4202.831179,3533.832101,4927.996181,-1.779420,-6.426795,3.091036
17 Sep 2021 04:23:00.000,-4301.944114,3142.087193,5104.651849,-1.526267,-6.625665,2.792061
17 Sep 2021 04:24:00.000,-4385.708245,2739.113970,5263.052673,-1.267673,-6.800864,2.483102
17 Sep 2021 04:25:00.000,-4453.824961,2326.352129,5402.632190,-1.004561,-6.951765,2.165262
17 Sep 2021 04:26:00.000,-4506.051476,1905.276349,5522.891247,-0.737868,-7.077829,1.839680
17 Sep 2021 04:27:00.000,-4542.201696,1477.391018,5623.399783,-0.468547,-7.178607,1.507518
17 Sep 2021 04:28:00.000,-4562.146884,1044.224866,5703.798368,-0.197557,-7.253736,1.169965
17 Sep 2021 04:29:00.000,-4565.816117,607.325496,5763.799486,0.074133,-7.302950,0.828229
17 Sep 2021 04:30:00.000,-4553.196536,168.253860,5803.188566,0.345554,-7.326072,0.483530
17 Sep 2021 04:31:00.000,-4524.333395,-271.421324,5821.824747,0.615739,-7.323019,0.137102
17 Sep 2021 04:32:00.000,-4479.329896,-710.129168,5819.641384,0.883724,-7.293802,-0.209815
17 Sep 2021 04:33:00.000,-4418.346820,-1146.302236,5796.646285,1.148552,-7.238525,-0.555983
17 Sep 2021 04:34:00.000,-4341.601956,-1578.382136,5752.921682,1.409279,-7.157386,-0.900162
17 Sep 2021 04:35:00.000,-4249.369318,-2004.825096,5688.623939,1.664974,-7.050675,-1.241123
17 Sep 2021 04:36:00.000,-4141.978170,-2424.107472,5603.982994,1.914726,-6.918772,-1.577645
17 Sep 2021 04:37:00.000,-4019.811851,-2834.731195,5499.301531,2.157643,-6.762148,-1.908525
17 Sep 2021 04:38:00.000,-3883.306402,-3235.229127,5374.953904,2.392860,-6.581364,-2.232580
17 Sep 2021 04:39:00.000,-3732.949018,-3624.170298,5231.384795,2.619536,-6.377064,-2.548651
17 Sep 2021 04:40:00.000,-3569.276300,-4000.165019,5069.107624,2.836864,-6.149979,-2.855607
17 Sep 2021 04:41:00.000,-3392.872347,-4361.869852,4888.702713,3.044068,-5.900920,-3.152352
17 Sep 2021 04:42:00.000,-3204.366668,-4707.992406,4690.815212,3.240410,-5.630777,-3.437823
