"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
17 Sep 2021 04:00:00.000,2121.290887,-6822.994533,-1839.504324,4.029523,2.736776,-5.504320
17 Sep 2021 04:01:00.000,2358.979256,-6646.688840,-2166.483308,3.896142,3.137999,-5.384940
17 Sep 2021 04:02:00.000,2588.248424,-6446.634638,-2485.714692,3.748862,3.528012,-5.246304
17 Sep 2021 04:03:00.000,2808.280584,-6223.546557,-2796.056866,3.588210,3.905422,-5.088906
17 Sep 2021 04:04:00.000,3018.290897,-5978.221528,-3096.400009,3.414760,4.268880,-4.913310
17 Sep 2021 04:05:00.000,3217.530285,-5711.535933,-3385.670058,3.229130,4.617089,-4.720143
17 Sep 2021 04:06:00.000,3405.288109,-5424.442479,-3662.832547,3.031982,4.948803,-4.510096
17 Sep 2021 04:07:00.000,3580.894701,-5117.966792,-3926.896312,2.824020,5.262838,-4.283921
17 Sep 2021 04:08:00.000,3743.723752,-4793.203753,-4176.917027,2.605987,5.558072,-4.042426
17 Sep 2021 04:09:00.000,3893.194545,-4451.313585,-4412.000588,2.378660,5.833449,-3.786474
17 Sep 2021 04:10:00.000,4028.774030,-4093.517714,-4631.306309,2.142849,6.087986,-3.516982
17 Sep 2021 04:11:00.000,4149.978722,-3721.094398,-4834.049925,1.899398,6.320772,-3.234913
17 Sep 2021 04:12:00.000,4256.376424,-3335.374164,-5019.506401,1.649174,6.530977,-2.941275
17 Sep 2021 04:13:00.000,4347.587771,-2937.735056,-5187.012522,1.393070,6.717849,-2.637119
17 Sep 2021 04:14:00.000,4423.287582,-2529.597709,-5335.969265,1.132000,6.880720,-2.323532
17 Sep 2021 04:15:00.000,4483.206015,-2112.420272,-5465.843943,0.866895,7.019009,-2.001636
17 Sep 2021 04:16:00.000,4527.129538,-1687.693205,-5576.172108,0.598701,7.132220,-1.672581
17 Sep 2021 04:17:00.000,4554.901680,-1256.933947,-5666.559214,0.328375,7.219950,-1.337546
17 Sep 2021 04:18:00.000,4566.423595,-821.681498,-5736.682025,0.056882,7.281885,-0.997727
17 Sep 2021 04:19:00.000,4561.654411,-383.490921,-5786.289773,-0.214811,7.317802,-0.654340
17 Sep 2021 04:20:00.000,4540.611376,56.072218,-5815.205055,-0.485733,7.327575,-0.308613
17 Sep 2021 04:21:00.000,4503.369795,495.437435,-5823.324465,-0.754918,7.311168,0.038217
17 Sep 2021 04:22:00.000,4450.062762,933.034951,-5810.618968,-1.021407,7.268639,0.384911
17 Sep 2021 04:23:00.000,4380.880680,1367.301288,-5777.133999,-1.284248,7.200140,0.730228
17 Sep 2021 04:24:00.000,4296.070588,1796.684866,-5722.989306,-1.542503,7.105916,1.072934
17 Sep 2021 04:25:00.000,4195.935272,2219.651538,-5648.378514,-1.795252,6.986302,1.411803
17 Sep 2021 04:26:00.000,4080.832188,2634.690079,-5553.568442,-2.041592,6.841728,1.745623
17 Sep 2021 04:27:00.000,3951.172186,3040.317577,-5438.898140,-2.280646,6.672708,2.073201
